WGTP,PWGTP,SOCP,ST,
174,174,411012,23,
174,208,371011,23,
255,254,-1,23,
255,174,533030,23,
255,260,-1,23,
83,83,353041,23,
98,97,2530XX,23,
98,108,-1,23,
101,101,-1,23,
101,102,119030,23,
43,42,533030,23,
43,46,352010,23,
43,62,-1,23,
124,124,37201X,23,
70,70,-1,23,
27,27,537062,23,
27,25,-1,23,
24,24,252020,23,
24,25,252020,23,
146,147,493040,23,
146,135,353031,23,
95,95,132052,23,
95,232,252020,23,
95,81,-1,23,
95,108,-1,23,
95,97,-1,23,
57,58,273092,23,
57,55,2590XX,23,
57,84,-1,23,
57,58,291210,23,
46,46,292052,23,
46,45,472070,23,
124,124,-1,23,
21,21,311131,23,
33,34,2310XX,23,
33,33,2310XX,23,
12,13,-1,23,
12,15,-1,23,
39,39,292010,23,
39,43,472152,23,
62,62,119030,23,
62,55,472111,23,
38,38,-1,23,
38,40,-1,23,
32,32,537051,23,
32,32,-1,23,
69,69,-1,23,
69,67,-1,23,
271,272,292032,23,
271,289,37201X,23,
182,183,1191XX,23,
182,115,533030,23,
182,113,472031,23,
56,56,-1,23,
56,70,-1,23,
38,39,-1,23,
38,24,4520XX,23,
38,34,-1,23,
38,43,-1,23,
52,52,291141,23,
52,39,412031,23,
82,82,537062,23,
82,115,436014,23,
40,40,373011,23,
115,115,2911XX,23,
115,81,119051,23,
115,121,-1,23,
115,100,-1,23,
63,63,-1,23,
25,25,454020,23,
25,18,-1,23,
64,64,519196,23,
64,78,434171,23,
64,119,-1,23,
64,71,-1,23,
43,43,434071,23,
43,75,373013,23,
132,133,519010,23,
132,136,472031,23,
141,141,472070,23,
141,156,434YYY,23,
33,34,411011,23,
33,59,311122,23,
33,95,-1,23,
33,93,-1,23,
282,281,-1,23,
282,390,311131,23,
282,435,-1,23,
282,434,-1,23,
29,28,119051,23,
29,26,514120,23,
95,95,433021,23,
141,141,472031,23,
26,26,474051,23,
17,17,-1,23,
17,19,-1,23,
27,27,291141,23,
27,30,472031,23,
33,33,-1,23,
33,29,-1,23,
33,152,472031,23,
52,52,252050,23,
52,62,-1,23,
181,182,-1,23,
181,157,-1,23,
47,48,252020,23,
47,75,436014,23,
30,30,273043,23,
30,25,-1,23,
26,26,1191XX,23,
26,29,411011,23,
29,28,-1,23,
29,35,311131,23,
125,124,1940YY,23,
125,111,291141,23,
125,56,-1,23,
125,55,-1,23,
125,57,-1,23,
125,62,-1,23,
125,98,-1,23,
175,175,433071,23,
71,71,392021,23,
167,167,119111,23,
167,134,291020,23,
67,66,-1,23,
67,21,-1,23,
64,63,211093,23,
64,58,171011,23,
14,14,-1,23,
14,16,-1,23,
71,70,291141,23,
71,132,232011,23,
71,145,-1,23,
83,84,-1,23,
36,35,493031,23,
36,39,119030,23,
185,186,131151,23,
185,182,412031,23,
118,117,132011,23,
58,59,-1,23,
84,84,-1,23,
84,206,435051,23,
80,80,131082,23,
80,98,2310XX,23,
80,146,-1,23,
35,35,-1,23,
35,41,132020,23,
107,107,-1,23,
107,73,514041,23,
107,82,-1,23,
22,22,1191XX,23,
22,27,319092,23,
22,22,-1,23,
585,584,472031,23,
585,565,252050,23,
63,63,119051,23,
63,65,119051,23,
63,22,-1,23,
