O*NET-SOC Code,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Change in Employment
39-5094,3.12,3.12,2.75,3.0,0.62,0.62,3.0,2.88,2.75,3.0,2.88,2.88,2.5,2.38,2.75,3.38,2.88,1.75,0.38,1.0,0.0,0.0,1.62,0.88,0.0,0.5,0.0,1.12,3.12,1.88,1.88,2.75,0.12,0.5,2.0,18370.0
39-6011,2.62,3.12,2.12,2.62,1.88,0.0,2.75,2.12,2.0,2.25,2.38,2.75,2.12,2.12,2.5,3.0,2.12,0.25,0.25,0.5,0.0,0.25,2.12,2.12,0.75,1.75,0.75,1.62,2.25,2.0,2.12,2.25,1.0,1.0,2.25,-4380.0
39-6012,3.25,3.88,2.88,3.38,2.0,0.0,3.62,2.88,2.12,3.0,3.12,3.0,2.88,2.88,2.0,4.0,2.62,0.5,0.75,0.0,0.0,0.38,0.62,0.38,0.0,0.0,0.0,0.38,2.75,2.0,1.88,2.75,0.88,1.12,2.12,10620.0
39-9041,3.38,3.88,3.0,3.88,2.0,0.38,4.0,3.0,2.88,3.62,3.5,3.38,3.0,3.0,3.0,3.12,3.0,1.75,0.88,0.0,0.0,0.5,2.0,1.0,0.0,0.88,0.0,1.25,3.12,2.88,2.75,3.25,2.0,2.12,3.0,12180.0
41-1012,4.12,4.0,4.0,4.0,3.0,0.0,3.88,3.62,3.62,4.25,4.0,4.0,3.88,3.75,4.0,3.12,3.62,2.12,0.5,0.0,0.0,0.62,1.0,0.88,0.0,0.12,0.0,2.0,3.88,3.12,3.5,4.0,3.0,3.0,4.0,320.0
41-2012,3.0,3.0,2.62,2.75,2.5,0.0,2.88,2.12,2.12,2.5,2.12,2.38,2.25,2.12,2.12,2.88,2.25,0.25,0.0,1.0,0.0,0.38,2.12,1.75,1.0,1.75,1.62,2.0,2.12,1.62,1.5,1.75,1.12,1.0,2.12,1710.0
41-3041,3.75,4.0,3.0,3.12,2.5,0.25,3.75,3.12,2.25,2.88,3.12,2.88,3.5,3.25,2.62,4.0,2.88,1.25,0.88,0.12,0.0,0.75,0.75,0.62,0.0,0.0,0.0,0.25,3.0,2.0,2.0,2.88,2.0,0.75,1.62,1920.0
41-9011,3.25,3.62,3.0,3.88,1.88,0.0,3.0,3.0,2.75,3.12,3.25,3.25,3.88,2.88,3.0,3.12,2.38,2.0,0.88,0.0,0.0,0.12,2.0,0.88,0.0,1.62,0.0,1.88,2.62,2.0,2.12,2.88,0.62,0.88,2.38,-5840.0
41-9012,2.0,2.62,2.0,2.12,0.25,0.0,1.88,1.62,0.12,1.75,2.62,2.0,1.75,1.75,0.38,1.62,1.75,0.38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.88,0.75,0.12,2.0,0.0,0.0,0.75,-2820.0
41-9021,4.12,4.0,3.5,4.0,3.0,0.12,3.88,3.75,2.0,3.38,3.12,2.88,4.0,4.0,2.25,3.25,2.88,1.0,0.38,0.0,0.0,0.5,0.75,1.0,0.0,0.62,0.0,2.25,4.0,2.25,2.38,3.0,2.0,0.88,2.75,4010.0
41-9022,4.0,4.0,3.5,4.0,3.25,0.12,4.0,3.25,2.38,3.0,3.75,3.62,4.12,3.88,3.0,3.75,3.0,1.25,0.62,0.0,0.0,0.62,1.5,1.5,0.0,0.88,0.0,2.0,3.75,2.75,3.0,3.12,2.12,1.38,2.75,4670.0
41-9031,4.75,4.25,4.0,4.12,3.75,2.25,4.0,3.88,3.5,3.62,4.0,3.62,4.25,4.0,3.38,3.88,3.75,2.75,3.0,0.75,0.0,1.88,2.0,1.75,0.0,2.38,0.0,2.5,4.0,3.75,3.75,3.25,2.12,2.62,3.0,-4530.0
41-9091,2.75,3.12,2.75,3.38,1.12,0.0,3.12,2.62,2.0,2.88,3.12,3.12,4.0,3.38,2.12,3.12,2.25,1.12,0.75,0.0,0.0,0.62,0.38,0.62,0.0,0.0,0.0,0.12,2.88,1.75,2.0,2.88,0.88,1.25,1.38,1320.0
43-2021,2.75,3.5,2.5,3.38,1.38,0.0,3.25,2.0,1.88,2.38,2.88,2.25,2.0,1.88,1.62,3.38,2.62,0.75,0.5,0.0,0.0,0.62,1.12,0.25,0.0,0.0,0.0,0.12,1.88,1.5,1.25,2.0,0.62,0.5,1.5,-5480.0
43-3041,3.0,3.25,3.0,3.12,2.88,0.0,3.25,2.25,2.12,3.0,2.75,2.88,2.0,2.75,2.75,3.0,2.0,0.12,0.0,0.0,0.0,0.25,0.88,0.62,0.0,0.0,0.0,1.75,2.38,1.12,1.0,2.5,0.38,0.12,1.88,-2020.0
43-3061,3.88,4.0,3.25,3.75,2.38,0.0,3.62,3.5,2.25,3.38,3.0,2.88,2.38,3.62,2.38,3.0,3.0,1.25,0.38,0.0,0.0,0.5,0.5,0.25,0.0,0.25,0.0,0.88,3.25,2.25,2.0,3.0,2.5,2.12,2.62,-4160.0
43-4011,3.75,3.88,3.5,3.62,3.5,0.0,3.62,3.0,2.75,3.0,3.0,2.88,2.12,2.5,2.0,3.12,2.88,0.75,0.0,0.0,0.0,1.75,1.12,0.25,0.0,0.0,0.0,0.12,2.88,2.12,2.25,3.12,1.25,1.0,2.12,-9250.0
43-4021,3.88,3.88,4.0,3.38,2.38,0.38,3.75,2.75,2.25,2.62,3.12,3.0,2.88,2.88,1.88,3.0,2.88,0.88,0.25,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.88,3.0,2.12,2.25,3.12,0.75,0.38,2.5,-1330.0
43-4061,4.0,4.0,3.62,4.0,1.75,0.38,3.75,3.0,2.38,3.12,3.5,3.0,3.0,3.0,2.62,3.75,3.0,0.12,0.12,0.0,0.0,0.5,0.38,0.0,0.0,0.0,0.0,0.0,3.0,2.62,2.12,3.0,0.38,0.0,2.38,17380.0
43-4111,3.62,4.0,3.38,4.0,2.12,0.0,3.25,3.0,2.88,3.12,3.25,3.0,3.12,3.12,2.88,3.25,3.12,1.62,0.38,0.0,0.0,1.12,1.12,0.0,0.0,0.0,0.0,0.12,2.75,2.25,2.25,3.25,0.88,0.88,2.88,-2140.0
43-4121,3.25,3.0,3.0,3.0,2.12,0.0,2.88,2.12,2.12,2.75,2.75,2.88,2.12,2.12,2.5,3.0,2.12,0.25,0.38,0.0,0.0,0.5,1.0,0.0,0.25,0.25,0.25,1.25,2.25,1.88,1.75,2.5,1.12,1.62,2.12,-14890.0
43-4131,4.0,4.0,3.88,4.0,3.12,0.25,4.0,3.5,2.75,3.0,3.12,3.0,3.12,3.0,3.0,3.25,3.0,2.12,0.75,0.0,0.0,1.12,1.62,0.0,0.0,0.62,0.0,1.0,3.75,2.75,2.62,3.12,1.25,0.25,2.25,-3910.0
43-4141,3.62,4.0,3.0,3.88,3.0,0.0,3.5,2.62,2.12,3.0,3.0,2.88,2.88,2.0,2.0,3.38,2.62,0.38,0.25,0.0,0.0,0.75,0.75,0.25,0.0,0.0,0.0,0.62,3.0,2.0,2.0,2.5,0.5,0.12,1.75,-8840.0
43-4181,3.12,4.0,3.0,3.25,2.5,0.0,3.62,3.0,2.62,2.88,3.12,3.0,3.0,2.88,2.75,3.75,3.0,1.0,0.5,0.0,0.0,0.88,1.62,0.5,0.0,0.5,0.0,1.12,3.0,2.25,2.25,3.0,0.38,0.5,2.0,-14600.0
43-5011,3.185,3.19,3.125,3.19,2.75,0.0,3.5,2.935,2.44,3.185,3.06,3.125,3.065,3.25,2.625,3.125,3.0,1.19,0.5,0.375,0.125,0.565,1.56,0.625,0.31,0.69,0.25,1.19,2.935,2.62,2.62,3.125,1.38,1.69,2.435,18330.0
43-5021,2.88,2.88,2.75,2.62,2.12,0.12,2.62,2.25,1.88,2.12,2.38,2.38,1.75,1.75,1.62,2.62,2.38,0.38,0.38,0.12,0.0,0.0,2.12,2.25,1.0,1.5,0.12,1.38,2.0,1.88,1.62,2.75,0.75,0.62,1.38,2960.0
43-5031,3.62,4.12,3.25,4.12,1.88,0.62,3.88,3.0,3.0,3.12,3.88,3.5,3.25,3.12,3.0,3.38,3.12,1.88,0.75,0.0,0.0,0.88,2.0,0.75,0.0,1.5,0.0,1.62,3.12,2.75,2.12,3.12,1.25,1.25,2.62,-1070.0
43-5032,3.25,3.88,2.88,3.88,2.0,0.12,3.75,2.88,2.75,3.25,3.0,3.62,2.88,2.75,2.5,2.88,3.0,0.75,0.75,0.0,0.0,0.38,1.75,0.38,0.0,0.62,0.0,1.88,2.88,2.75,2.75,3.12,1.0,1.38,2.75,9030.0
43-5041,2.88,3.0,2.75,3.0,2.12,0.12,2.75,2.12,2.5,2.88,2.12,2.12,2.12,2.12,2.38,2.75,2.62,0.62,0.62,1.12,0.25,0.88,2.38,2.38,1.12,1.88,1.0,2.12,2.5,1.88,1.75,2.62,1.0,1.0,1.88,-5760.0
43-5051,3.12,3.12,3.0,3.0,2.5,0.0,3.25,2.0,2.0,2.5,2.38,2.25,2.5,2.0,2.0,3.0,2.5,0.5,0.5,0.0,0.0,0.62,1.62,1.0,0.0,1.5,0.0,2.0,2.12,1.88,1.25,2.62,1.62,1.25,2.0,9260.0
43-5111,3.0,3.0,3.0,3.0,2.75,0.75,3.0,2.75,2.5,3.12,2.88,3.0,2.25,2.12,2.38,3.0,2.75,0.5,0.5,1.25,0.0,1.12,2.25,1.75,1.25,1.38,1.25,2.75,2.88,2.12,2.12,2.88,1.12,1.0,2.75,-8510.0
43-9031,4.0,3.75,3.62,3.62,2.12,0.0,3.88,3.0,3.0,3.5,3.0,3.38,2.88,2.75,3.62,3.0,3.62,2.88,1.75,1.62,0.0,2.62,1.88,1.38,1.0,1.25,1.25,2.38,3.0,2.88,2.75,3.5,1.75,1.62,2.88,-4570.0
43-9041,3.69,3.75,3.0,3.75,2.94,0.06,3.5,2.62,2.06,2.75,2.62,2.44,2.06,2.06,1.94,2.88,2.81,0.25,0.0,0.0,0.0,0.69,0.63,0.32,0.0,0.0,0.0,0.69,3.0,1.94,1.75,2.62,0.81,0.75,1.44,4330.0
43-9051,2.62,2.75,2.75,2.75,2.0,0.12,2.88,2.12,2.0,2.88,2.62,2.88,1.5,1.12,1.88,1.88,1.88,0.12,0.25,0.88,0.0,0.5,2.5,2.88,1.0,1.38,0.88,2.12,2.62,1.88,1.38,2.62,0.88,0.75,1.62,-15610.0
43-9081,4.25,3.12,4.0,3.12,1.0,0.12,3.0,2.38,1.38,2.75,1.88,2.12,1.5,1.0,1.25,0.88,2.38,0.38,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.88,2.25,1.0,1.12,2.5,0.0,0.0,0.88,-2770.0
43-9111,4.0,3.62,3.75,3.75,4.88,2.5,3.88,3.75,3.0,3.0,2.88,2.75,2.62,2.62,2.88,2.75,3.38,1.38,1.0,0.0,0.0,3.5,0.75,0.0,0.0,0.0,0.0,1.75,3.0,2.5,2.62,3.0,0.5,0.38,2.0,-4300.0
45-1011,3.72,3.72,3.38,3.66,2.69,2.12,3.59,3.31,3.12,3.81,3.56,3.75,3.37,3.03,3.06,2.94,3.28,2.59,0.78,2.29,0.03,0.47,3.25,3.22,2.47,2.62,2.41,3.03,3.47,3.22,3.16,3.69,2.91,2.94,3.78,4030.0
45-2011,4.0,3.62,3.62,3.88,2.75,2.75,4.0,3.38,3.0,4.12,2.75,3.0,2.88,2.75,2.88,2.88,3.25,1.38,0.75,0.12,0.0,0.5,3.38,2.38,0.0,1.5,0.0,3.88,3.38,3.25,3.25,2.88,0.75,1.0,2.25,-40.0
45-2021,2.88,3.0,2.75,2.75,2.12,2.88,3.25,2.75,2.0,3.0,2.38,2.25,2.38,1.5,1.62,2.12,2.88,1.25,0.25,0.5,0.0,0.5,2.75,2.62,0.0,1.62,0.0,2.75,3.0,2.25,1.88,2.75,1.62,1.75,1.75,500.0
45-2041,1.62,2.25,1.38,2.25,0.88,0.25,2.25,1.5,0.88,2.12,1.75,2.5,1.5,1.12,0.88,1.25,1.62,0.0,0.0,0.0,0.0,0.0,1.0,0.62,0.0,0.5,0.0,1.0,1.88,1.25,0.88,1.88,0.12,0.12,0.62,-1760.0
45-2091,1.88,2.88,1.75,2.62,1.12,0.62,2.75,1.88,1.0,2.25,2.12,2.5,1.75,1.38,2.0,1.62,2.38,0.12,0.5,2.0,0.38,0.0,3.62,3.75,3.0,3.0,3.0,2.75,2.12,1.38,1.25,2.12,0.5,0.75,2.25,890.0
45-2093,2.75,3.0,2.75,2.88,1.75,1.38,3.0,2.38,2.12,3.25,2.12,3.0,2.0,2.0,2.5,2.0,2.25,0.38,0.38,2.12,0.0,0.0,3.0,3.0,2.62,2.5,2.62,2.75,3.0,2.12,2.12,2.88,0.75,1.38,2.12,5090.0
45-4011,3.12,2.88,2.5,3.0,2.12,1.5,3.12,2.62,2.62,3.12,2.88,3.38,2.5,2.0,2.5,2.62,2.75,1.5,0.75,2.12,0.0,0.62,2.88,2.88,2.0,2.0,2.0,2.12,2.88,2.62,2.25,2.62,1.38,1.75,2.38,-110.0
45-4021,1.75,2.38,1.25,2.38,1.5,1.25,3.0,2.0,0.75,2.75,1.88,2.88,2.12,1.75,1.5,1.25,2.5,1.38,0.0,2.38,0.0,0.0,2.5,2.88,2.5,2.5,2.25,2.5,2.62,0.12,1.12,2.12,1.0,1.0,1.5,-1200.0
45-4022,2.25,2.25,2.38,2.25,1.88,0.5,2.75,2.12,2.0,3.0,2.25,2.75,2.12,2.12,2.25,2.12,2.12,0.5,0.25,2.0,0.12,0.0,3.88,4.0,3.0,3.0,3.0,3.0,2.5,2.0,2.12,2.75,1.0,1.0,2.25,20.0
45-4023,2.88,2.88,3.0,2.88,2.75,0.75,3.0,2.75,2.12,3.0,2.75,3.0,2.75,2.62,2.5,2.5,2.75,0.62,0.38,1.0,0.0,0.5,2.62,2.25,1.0,1.38,0.75,2.5,3.0,2.25,2.12,2.88,0.88,1.5,1.88,520.0
47-2011,3.0,3.0,2.88,2.88,2.0,1.88,3.12,3.0,2.75,3.12,2.62,2.75,2.12,2.12,2.38,2.25,3.12,2.5,1.0,2.75,1.5,0.0,3.38,3.5,3.0,3.0,3.12,3.25,3.12,2.38,2.25,3.0,0.62,1.5,2.38,-1390.0
47-2021,2.38,2.75,2.12,2.5,3.38,1.25,3.0,2.12,2.12,2.88,2.25,3.12,2.25,2.12,2.12,2.12,2.25,1.62,0.75,2.0,0.12,0.0,2.25,2.12,2.0,2.0,1.88,2.88,2.12,2.12,2.12,2.62,1.0,1.75,2.12,1310.0
47-2022,2.5,3.0,2.62,2.62,2.62,0.75,3.0,2.62,2.38,2.75,2.25,3.5,2.62,2.62,2.62,2.62,2.88,1.62,1.12,2.0,0.0,0.0,2.38,2.62,1.88,2.0,2.0,2.75,2.5,2.25,2.38,2.75,1.38,1.88,2.25,1140.0
47-2041,2.25,2.12,1.75,2.25,3.38,0.0,2.88,2.12,2.62,2.88,2.25,3.12,1.88,1.75,2.62,2.88,2.75,1.5,1.0,2.0,0.62,0.0,2.12,2.12,1.62,1.88,1.62,2.62,2.5,1.88,1.88,2.38,0.88,1.5,1.88,-40.0
47-2042,2.38,3.0,2.25,2.62,2.12,0.38,2.88,2.5,1.88,3.12,2.25,3.12,2.5,2.25,2.5,2.38,2.5,1.38,0.38,0.88,0.0,0.0,2.12,2.12,0.0,0.88,0.0,1.5,2.25,1.25,1.25,2.38,0.12,0.25,1.75,6460.0
47-2043,2.38,2.75,1.88,2.25,1.5,0.12,2.38,2.25,1.88,2.75,2.0,3.0,1.75,1.62,2.12,2.25,2.5,0.38,0.38,1.75,0.0,0.0,2.5,2.75,2.0,2.0,2.0,2.38,2.25,1.38,1.25,2.62,0.38,0.75,1.62,430.0
47-2044,2.75,2.75,2.25,2.75,3.12,0.38,3.12,2.5,2.25,2.62,2.62,3.25,2.5,2.75,2.75,2.5,2.62,1.62,1.12,2.0,0.25,0.0,2.75,2.62,2.25,2.38,1.88,2.38,2.5,1.88,2.0,2.75,1.12,1.62,2.38,8880.0
47-2053,1.75,2.0,1.62,2.0,2.25,0.62,2.38,2.12,2.12,2.62,2.0,3.12,1.75,1.62,2.0,1.88,2.38,1.0,0.38,2.0,0.25,0.0,2.0,2.5,1.75,1.88,1.75,2.38,2.25,1.75,1.5,2.5,0.62,1.0,1.88,-280.0
47-2071,2.12,2.75,1.62,2.25,2.0,0.12,2.88,2.12,2.12,2.88,1.75,3.12,1.75,1.62,2.0,1.88,2.5,0.62,0.75,2.12,0.88,0.0,3.12,3.12,3.0,2.88,3.0,2.88,2.5,1.88,1.88,2.12,0.5,0.62,1.62,-9170.0
47-2072,2.25,2.75,1.88,2.38,1.38,0.38,3.0,2.0,1.62,2.88,2.0,3.12,1.62,1.62,2.12,1.75,2.25,0.12,0.5,1.88,0.0,0.0,3.62,3.75,3.12,3.0,2.88,2.88,2.5,1.25,1.25,2.75,0.5,0.75,1.38,70.0
47-2081,2.75,2.38,1.88,2.25,2.12,0.12,2.62,2.0,1.88,2.62,2.25,3.12,1.62,1.5,2.12,1.62,2.5,1.5,0.75,1.88,1.12,0.0,2.25,2.38,1.38,1.88,1.12,2.25,2.5,1.88,1.5,2.62,0.62,0.75,2.0,17830.0
47-2082,2.12,2.62,2.0,2.12,0.62,0.25,2.38,2.0,2.0,2.62,2.12,2.38,2.0,1.75,1.88,2.12,2.25,1.12,0.12,0.88,1.0,0.0,2.12,2.0,0.75,1.38,0.88,1.88,2.38,1.38,1.25,2.62,0.0,0.88,2.0,1150.0
47-2121,2.88,2.88,1.88,2.75,2.38,0.5,2.88,2.12,1.88,3.0,2.62,3.0,1.5,1.38,2.12,2.0,2.38,1.62,0.88,1.5,1.38,0.0,2.62,2.88,0.5,1.62,0.62,2.38,2.38,1.75,1.88,2.5,0.88,0.75,2.0,9580.0
47-2131,2.25,2.25,2.12,2.25,1.88,0.0,2.75,2.12,2.0,2.75,2.25,2.75,2.12,2.0,2.12,2.12,2.12,1.12,1.0,1.88,0.38,0.0,2.88,3.0,1.88,2.0,1.88,2.62,2.38,1.75,1.75,2.38,1.0,1.0,2.12,9370.0
47-2132,3.0,3.0,2.5,2.75,1.75,0.62,2.88,2.75,2.25,3.0,2.62,2.88,1.88,2.0,2.25,2.12,2.62,1.62,0.62,0.5,0.88,0.0,2.62,2.5,0.12,1.88,0.5,2.12,2.75,1.5,1.5,2.75,0.62,1.5,1.88,-1990.0
47-2142,2.38,2.5,2.0,2.38,1.38,0.38,2.38,1.75,1.75,2.5,2.12,2.88,1.88,1.62,2.0,2.0,2.5,0.62,0.25,0.62,0.12,0.0,2.38,2.0,0.0,1.38,0.0,1.88,2.25,1.12,1.12,2.38,0.25,0.5,1.75,-190.0
47-2151,2.88,3.0,2.12,3.0,2.12,0.5,3.0,2.12,2.0,2.75,2.62,2.88,2.0,2.0,2.0,2.12,2.38,0.62,0.88,2.0,2.5,0.0,3.12,3.0,2.25,3.0,2.75,3.0,2.5,2.0,1.75,2.88,0.88,1.25,2.12,-4810.0
47-2161,2.25,2.25,2.25,2.12,1.88,0.25,2.62,2.12,2.0,2.62,2.12,2.75,2.12,2.12,2.12,2.25,2.25,1.25,0.88,1.62,0.88,0.0,2.5,2.25,0.62,1.88,0.88,2.88,2.5,1.62,1.88,2.75,1.25,1.88,2.12,6600.0
47-2171,2.12,2.38,1.62,2.0,2.25,0.25,2.88,1.88,2.0,2.25,2.12,3.25,1.62,1.62,2.12,1.62,2.38,1.0,0.88,1.75,0.12,0.0,2.38,2.88,1.12,1.75,0.88,2.38,2.75,2.0,1.75,2.5,0.62,0.75,1.88,340.0
47-2211,2.62,2.62,2.12,2.88,3.25,0.75,3.0,2.38,2.38,3.0,2.0,3.25,1.75,1.62,3.0,1.88,2.75,1.88,2.0,2.25,2.12,0.25,2.62,2.75,2.62,2.62,2.62,3.25,2.88,2.0,2.0,2.88,0.75,1.38,2.88,-1230.0
47-2221,3.0,3.0,2.38,2.38,2.12,0.25,3.12,3.0,3.0,3.0,2.75,3.38,2.12,2.0,2.88,2.25,2.88,2.0,1.25,2.25,1.12,0.0,3.0,3.0,1.5,1.88,1.62,3.0,2.75,2.12,2.0,2.88,1.0,1.62,2.38,16560.0
47-2231,2.75,2.75,2.62,2.88,3.12,1.5,3.5,3.0,2.38,3.12,2.38,3.38,2.38,1.88,3.0,2.38,3.12,1.62,1.62,2.62,3.25,0.62,2.88,2.88,2.88,3.38,2.88,3.12,2.75,2.75,2.62,2.5,1.38,1.75,2.12,5910.0
47-3011,2.12,2.25,1.75,2.0,2.0,0.25,2.38,2.12,2.12,2.62,2.25,3.12,1.62,1.5,2.38,1.75,2.38,0.88,0.88,1.88,0.25,0.0,2.5,2.38,2.0,2.25,2.0,2.38,2.38,1.75,1.62,2.5,0.62,1.5,1.75,-90.0
47-3012,2.25,3.0,2.38,2.38,2.25,0.0,2.75,2.12,2.0,2.38,2.25,3.12,2.0,2.0,2.12,2.12,2.12,0.62,1.0,2.12,1.5,0.0,2.12,2.12,2.12,2.12,2.12,2.62,2.12,1.25,1.38,2.25,0.88,1.0,2.0,-5980.0
47-3013,2.75,2.88,2.0,2.38,1.38,0.75,2.75,2.38,1.88,2.25,2.0,2.88,1.25,1.12,1.88,1.75,2.38,0.5,0.12,2.12,2.5,0.0,2.5,2.62,2.62,2.62,2.62,2.62,2.38,0.75,1.0,2.0,0.12,0.75,1.5,10980.0
47-3014,1.75,2.25,1.75,2.0,0.25,0.12,2.25,2.0,2.12,2.38,2.25,2.62,1.75,1.75,2.0,2.25,2.12,0.0,0.0,1.62,0.12,0.0,2.38,2.0,2.12,2.38,2.12,2.38,2.12,1.12,1.12,2.5,0.0,0.12,2.0,-720.0
47-3015,2.0,2.38,1.5,2.25,1.38,0.12,2.38,1.88,1.88,2.25,2.12,3.0,1.62,1.62,2.12,1.75,2.0,0.25,0.62,2.0,1.5,0.0,1.88,2.0,1.75,2.0,2.62,2.0,2.12,1.0,0.88,2.12,0.75,1.25,1.38,7050.0
47-3016,2.25,2.5,2.12,2.0,1.75,0.0,2.25,2.12,2.25,2.5,2.12,3.75,1.75,1.75,2.12,2.12,2.62,0.0,0.88,2.25,1.0,0.38,2.0,2.12,2.38,2.25,2.0,2.62,2.38,2.0,1.75,2.5,1.12,1.38,2.25,-2680.0
47-4021,3.25,3.12,2.75,2.88,1.62,2.62,3.0,3.0,2.25,3.12,2.62,3.12,2.5,2.38,1.88,2.75,3.12,1.88,1.5,3.12,2.88,0.75,3.38,3.25,3.75,3.88,3.75,3.5,3.0,2.88,2.75,3.0,0.5,0.88,1.88,7760.0
47-4031,2.12,2.25,2.0,2.12,2.62,0.12,2.88,1.88,2.0,2.88,2.12,3.12,2.0,1.75,2.12,2.25,2.5,1.0,0.62,2.0,0.12,0.0,2.75,2.88,1.88,1.88,1.88,2.75,2.88,1.75,1.75,2.88,1.12,1.5,2.25,4910.0
47-4041,3.0,3.0,2.88,2.88,2.12,1.75,3.62,3.0,2.25,3.12,2.75,3.0,2.75,2.75,2.88,2.75,3.0,1.12,0.5,2.12,0.88,0.25,3.0,3.0,2.62,2.75,2.12,2.75,3.0,2.12,2.0,3.0,1.0,1.75,2.5,1990.0
47-4051,2.75,2.88,1.88,2.75,1.88,0.0,2.75,2.12,1.75,2.75,2.62,3.5,2.38,2.12,2.12,2.25,2.75,0.12,0.62,1.5,0.5,0.12,3.0,3.12,2.25,2.75,2.25,2.88,2.62,1.88,1.75,2.5,0.62,0.62,1.88,10210.0
47-4061,2.25,2.75,2.12,2.25,2.0,0.25,3.0,2.38,2.25,2.88,2.0,3.12,1.88,1.75,2.62,1.88,2.38,0.75,0.75,2.25,0.5,0.0,3.25,3.12,3.0,3.0,3.0,3.0,2.75,2.12,2.0,2.75,0.75,1.0,2.12,1360.0
47-4071,2.88,2.88,2.62,2.5,2.38,0.38,3.0,2.62,2.38,2.88,2.62,2.75,2.38,2.0,2.38,2.25,3.0,0.75,1.0,1.88,1.5,0.0,3.0,3.0,2.88,3.0,3.12,2.62,2.75,2.25,2.12,2.88,1.62,1.88,2.12,5400.0
47-5011,2.88,3.0,2.62,3.0,2.5,0.25,3.12,2.62,2.88,3.5,2.75,3.38,2.0,2.12,2.88,1.88,2.88,0.38,0.12,2.38,0.12,0.0,3.88,3.62,3.38,3.25,3.62,3.62,2.62,2.0,2.25,2.75,1.12,1.62,3.38,-8650.0
47-5012,3.0,2.88,3.0,2.88,1.88,0.38,3.25,3.0,3.12,3.25,2.75,3.38,2.88,2.75,3.38,2.25,3.12,1.0,0.5,2.25,0.38,0.0,3.5,3.62,3.12,3.0,3.25,3.25,3.0,2.12,1.88,3.38,0.38,1.12,3.25,-5470.0
47-5013,3.0,3.0,3.0,3.0,2.38,0.38,3.25,3.0,2.38,3.38,2.75,3.0,2.62,2.38,2.5,2.5,3.0,0.88,0.5,2.5,2.12,0.88,3.62,3.5,3.25,3.12,3.12,3.12,2.62,2.38,2.5,2.88,1.12,1.75,2.5,-10320.0
47-5041,2.25,2.88,2.0,2.25,1.38,0.62,3.12,2.5,2.5,3.0,2.25,3.0,2.25,2.12,2.38,2.12,3.0,1.25,0.75,2.25,1.12,0.0,3.88,3.62,3.38,3.0,3.0,2.5,3.0,2.25,2.12,2.75,0.38,0.38,2.75,3090.0
47-5051,2.38,2.62,2.12,2.62,1.5,0.12,2.62,2.12,2.0,2.5,2.25,2.75,2.0,1.62,1.75,2.12,2.5,0.25,0.0,1.75,0.0,0.0,2.88,3.0,2.0,2.25,1.75,2.5,2.25,0.75,0.75,2.38,0.62,0.62,1.62,1450.0
47-5071,1.88,2.5,1.62,2.12,1.75,0.25,2.38,2.38,2.0,2.75,2.25,3.0,1.5,1.5,2.25,1.62,2.12,0.12,0.88,2.12,0.5,0.0,2.62,2.62,2.5,2.62,2.75,2.62,2.38,1.88,1.62,2.25,0.75,1.25,1.75,-14520.0
47-5081,2.5,2.62,2.25,2.38,2.25,0.5,2.88,2.62,2.25,3.12,2.38,3.25,2.0,1.88,2.25,2.0,2.62,0.0,1.0,2.75,0.38,0.0,3.38,3.0,3.12,3.0,3.12,2.62,2.62,1.88,1.62,2.25,0.88,1.5,2.0,-7430.0
49-2011,3.12,3.0,3.0,3.0,1.75,1.62,3.12,3.0,2.62,3.0,3.0,2.88,2.75,2.12,2.88,2.88,3.12,2.0,1.88,3.0,2.5,1.25,3.0,2.88,2.88,3.25,3.12,3.0,2.62,2.62,2.38,3.0,0.88,1.25,2.12,-12680.0
49-2021,3.38,2.88,2.75,3.0,3.0,0.88,3.12,2.75,2.38,3.12,2.25,3.38,2.25,1.88,2.88,2.25,2.62,0.25,1.0,3.0,3.5,1.25,3.12,2.62,3.38,3.75,3.62,3.5,2.75,2.62,2.62,2.62,0.62,1.12,2.62,1060.0
49-2022,3.62,3.38,3.12,3.12,2.25,2.0,3.75,3.0,2.88,3.25,2.75,3.0,2.62,2.25,3.0,3.0,3.25,1.75,1.38,3.12,3.25,1.62,3.25,3.25,3.25,3.75,3.25,3.62,3.0,3.0,3.12,3.0,0.75,0.88,2.38,-5140.0
49-2091,3.5,3.25,3.12,3.0,2.12,2.88,3.75,3.12,2.62,3.25,3.0,3.12,2.75,2.25,2.88,2.62,3.5,2.12,1.12,3.0,2.88,0.88,3.62,2.5,4.0,4.0,4.0,3.62,3.25,3.12,3.12,3.25,0.62,1.12,2.62,4600.0
